 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
24,M1_004.tif:0318-0325,22566.667,1084.076,1060.795,185.404,154.973,65.445,0.988,185.667,313.500,343.500,65.045,154.793,1.196,0.836,1.001
25,M1_004.tif:0397-0380,22322.222,1266.747,1324.165,182.635,155.619,42.986,0.989,182.764,360.000,416.000,43.152,155.835,1.174,0.852,1.001
26,M1_004.tif:0575-0412,45933.333,1376.642,1919.064,261.912,223.297,140.387,0.990,262.053,382.667,550.667,140.505,223.441,1.173,0.853,0.999
27,M1_004.tif:0127-0732,42711.111,2440.742,425.891,245.317,221.679,61.144,0.997,245.413,714.500,160.000,61.172,221.644,1.107,0.904,1.003
28,M1_004.tif:0221-0669,22044.444,2229.889,737.470,184.083,152.474,80.572,0.987,184.127,664.500,248.500,80.623,152.426,1.207,0.828,0.999
29,M1_004.tif:0426-0846,63633.333,2822.385,1420.025,293.412,276.132,47.945,0.998,293.565,816.500,458.000,46.610,276.272,1.063,0.941,1.001
30,M1_004.tif:0591-0807,48700.000,2692.500,1972.500,249.083,248.940,118.412,1.000,249.098,782.982,563.774,131.520,249.098,1.001,0.999,0.999
31,M1_004.tif:0542-0852,33500.000,2840.846,1809.168,216.346,197.154,97.339,0.995,216.449,848.500,510.500,96.633,197.566,1.097,0.911,0.998
32,M1_004.tif:0498-0890,48333.333,2970.000,1663.333,248.187,247.958,101.611,0.996,248.752,871.000,467.500,122.412,248.441,1.001,0.999,1.003
33,M1_004.tif:0702-1004,32000.000,3348.353,2340.881,224.659,181.358,90.969,0.982,225.025,1004.000,668.500,90.849,181.278,1.239,0.807,0.999
34,M1_004.tif:0687-0893,34233.333,2978.333,2291.667,227.927,191.234,116.270,0.987,228.084,878.000,657.000,116.940,191.533,1.192,0.839,1.002
35,M1_004.tif:0859-0935,38377.778,3119.057,2864.108,240.679,203.026,115.034,0.989,240.843,920.500,826.500,114.969,203.050,1.185,0.844,1.000
36,M1_004.tif:0803-0910,40844.444,3035.818,2678.356,248.021,209.679,105.068,0.988,248.646,901.000,767.500,105.154,209.629,1.183,0.845,0.996
37,M1_004.tif:0768-0861,32744.444,2873.384,2562.253,226.652,183.945,128.258,0.984,226.722,841.000,742.000,128.134,184.069,1.232,0.812,0.998
38,M1_004.tif:0850-0709,56388.889,2363.971,2836.038,297.253,241.533,62.999,0.984,297.405,689.000,890.500,63.004,241.456,1.231,0.813,1.001
39,M1_004.tif:0909-0825,52277.778,2752.374,3032.485,296.652,224.378,6.167,0.972,296.695,781.500,914.500,6.127,224.463,1.322,0.756,1.001
40,M1_004.tif:0914-0896,30533.333,2989.179,3046.786,242.881,160.063,140.840,0.938,242.859,868.500,891.000,140.849,160.177,1.517,0.659,0.999
41,M1_004.tif:0295-0685,42444.444,2286.667,985.000,254.374,212.451,124.600,0.987,254.253,664.500,264.000,124.315,212.955,1.197,0.835,0.997
42,M1_004.tif:0315-0843,39300.000,2812.440,1051.609,255.256,196.032,77.538,0.972,255.979,835.500,353.000,77.593,195.863,1.302,0.768,1.002
43,M1_004.tif:0203-0866,23322.222,2889.216,677.450,172.931,171.714,135.000,1.000,172.643,850.000,183.500,130.301,172.164,1.007,0.993,0.996
44,M1_004.tif:0249-0958,32111.111,3195.123,830.836,223.194,183.182,96.855,0.986,223.265,954.500,216.000,96.860,183.211,1.218,0.821,0.994
45,M1_004.tif:0160-0950,54588.889,3169.223,533.395,291.224,238.664,127.565,0.986,291.037,924.000,125.500,127.789,238.825,1.220,0.820,0.999
46,M1_004.tif:0096-0905,56844.444,3019.155,323.312,296.883,243.789,140.030,0.986,297.046,871.500,68.500,140.236,243.756,1.218,0.821,0.998
47,M1_004.tif:0669-0732,21211.111,2442.606,2230.860,181.351,148.920,29.342,0.987,181.307,709.000,682.500,29.157,148.781,1.218,0.821,1.000
48,M1_004.tif:0717-0641,38788.889,2137.560,2391.797,245.685,201.020,105.085,0.985,245.430,631.500,682.000,105.357,201.400,1.222,0.818,1.003
49,M1_004.tif:1003-0507,47400.000,1689.035,3346.667,271.480,222.306,0.000,0.983,271.667,466.000,1004.000,0.000,222.930,1.221,0.819,1.002
50,M1_004.tif:0774-0570,44411.111,1902.158,2580.055,264.348,213.907,71.944,0.984,264.230,558.333,811.667,71.870,214.016,1.236,0.809,0.998
51,M1_004.tif:0848-1040,45855.556,3469.044,2829.950,268.516,217.436,57.436,0.982,268.779,1019.000,883.000,57.492,217.700,1.235,0.810,1.003
52,M1_004.tif:0768-1110,46577.778,3700.886,2561.222,270.403,219.320,59.391,0.981,270.975,1089.667,803.333,59.439,219.479,1.233,0.811,1.000
53,M1_004.tif:0401-1058,48566.667,3528.824,1339.025,276.528,223.619,98.603,0.982,276.575,1052.333,360.667,98.781,224.015,1.237,0.809,0.998
54,M1_004.tif:0772-0714,40700.000,2380.968,2574.228,232.383,222.998,113.030,0.999,232.439,701.000,740.000,112.335,223.243,1.042,0.960,1.000
55,M1_004.tif:0132-0669,16055.556,2230.582,443.385,161.538,126.549,119.842,0.979,161.799,657.000,112.000,120.086,126.245,1.276,0.783,0.999
