 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
44,M6_002.tif:0572-0958,53622.222,3196.678,1907.740,261.411,261.175,23.557,0.998,261.600,920.239,566.222,171.040,261.600,1.001,0.999,0.997
45,M6_002.tif:0497-1028,38488.889,3428.917,1657.819,235.269,208.296,144.152,0.993,235.598,1000.000,476.667,144.211,208.493,1.129,0.885,1.000
46,M6_002.tif:0631-1082,50622.222,3610.000,2106.667,253.878,253.878,0.000,0.999,254.083,1051.657,653.684,34.677,254.083,1.000,1.000,1.000
47,M6_002.tif:0428-1048,60633.333,3494.468,1426.597,298.980,258.214,125.758,0.992,299.151,1022.000,391.667,125.933,258.142,1.158,0.864,1.000
48,M6_002.tif:0167-0989,18066.667,3300.000,560.000,163.070,141.063,98.543,0.987,163.737,986.667,143.667,97.800,141.291,1.156,0.865,1.000
49,M6_002.tif:0301-0977,40000.000,3257.897,1006.688,242.810,209.751,59.429,0.991,243.148,958.667,333.333,59.216,209.816,1.158,0.864,1.001
50,M6_002.tif:0036-1035,47377.778,3449.992,121.213,245.906,245.311,177.671,1.000,245.633,998.574,30.791,171.348,245.633,1.002,0.998,1.002
51,M6_002.tif:0777-0765,54022.222,2553.361,2592.282,262.633,261.899,85.510,0.999,262.486,729.417,792.224,21.699,262.486,1.003,0.997,0.999
52,M6_002.tif:0750-0951,61333.333,3170.015,2501.118,279.636,279.263,3.851,0.999,279.726,916.944,725.823,144.257,279.726,1.001,0.999,0.999
53,M6_002.tif:0305-0878,52766.667,2927.758,1017.749,259.797,258.604,138.586,0.999,259.392,840.421,314.083,12.996,259.392,1.005,0.995,1.000
54,M6_002.tif:0012-1121,30144.444,3733.288,65.835,249.715,153.700,6.680,0.724,253.421,1087.333,29.333,26.565,205.952,1.625,0.616,0.738
55,M6_002.tif:0010-1270,25777.778,4233.466,52.786,264.332,124.167,1.771,0.696,258.734,1232.000,13.333,4.927,171.321,2.129,0.470,0.738
56,M6_002.tif:0584-1047,51588.889,3492.158,1946.633,280.225,234.401,124.215,0.990,279.833,1024.000,549.333,124.321,234.495,1.195,0.836,0.998
57,M6_002.tif:0679-1003,58411.111,3345.553,2263.528,298.032,249.541,67.682,0.989,297.952,986.667,720.333,67.643,249.679,1.194,0.837,1.004
58,M6_002.tif:0784-0832,26066.667,2776.667,2613.333,199.083,166.710,50.547,0.990,198.886,814.000,807.000,50.440,166.663,1.194,0.837,1.002
59,M6_002.tif:0584-0761,33066.667,2538.813,1947.884,224.161,187.820,130.196,0.991,223.927,740.000,558.667,130.170,187.647,1.193,0.838,1.002
60,M6_002.tif:0885-1506,41755.556,5017.810,2952.385,253.833,209.448,65.625,0.967,254.694,1487.333,919.000,60.751,213.430,1.212,0.825,0.980
61,M6_002.tif:0959-0963,70066.667,3211.185,3198.885,314.139,283.988,47.493,0.995,314.521,931.333,994.333,47.291,284.183,1.106,0.904,1.000
62,M6_002.tif:0508-0878,52733.333,2929.387,1695.770,272.548,246.350,103.648,0.995,272.855,869.000,469.000,103.782,246.537,1.106,0.904,0.999
63,M6_002.tif:0619-0672,31755.556,2243.333,2066.667,212.026,190.696,63.131,0.995,211.683,658.667,648.333,63.166,191.265,1.112,0.899,1.005
64,M6_002.tif:0329-0660,50577.778,2201.180,1096.571,267.071,241.125,128.017,0.995,267.231,635.333,297.667,128.585,241.455,1.108,0.903,1.000
65,M6_002.tif:0255-0823,46933.333,2744.363,853.393,257.487,232.079,158.831,0.994,257.509,787.333,242.000,158.749,232.671,1.109,0.901,1.000
