 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,M7_002.tif:0176-0083,11488.889,277.547,587.473,125.037,116.990,147.779,0.995,125.277,67.500,166.000,146.944,117.195,1.069,0.936,1.000
2,M7_002.tif:0117-0110,7944.444,370.016,391.019,114.640,88.234,33.067,0.974,114.661,96.500,126.500,32.535,88.349,1.299,0.770,0.995
3,M7_002.tif:0271-0167,7311.111,556.611,903.891,101.302,91.891,93.912,0.996,101.721,166.500,256.000,91.878,91.595,1.102,0.907,1.005
4,M7_002.tif:0375-0356,8866.667,1186.734,1252.302,113.912,99.106,123.854,0.992,114.176,346.500,361.500,123.690,99.031,1.149,0.870,1.008
5,M7_002.tif:0149-0469,6422.222,1566.747,499.239,96.614,84.636,119.324,0.987,96.968,463.000,137.000,118.768,84.901,1.142,0.876,0.993
6,M7_002.tif:0230-0505,5422.222,1683.333,768.333,88.270,78.212,69.639,0.999,88.569,500.500,243.000,70.201,77.547,1.129,0.886,0.998
7,M7_002.tif:0331-0298,8111.111,994.151,1103.374,108.884,94.847,112.980,0.999,108.333,292.000,316.000,112.620,94.852,1.148,0.871,1.017
8,M7_002.tif:0111-0281,10077.778,938.333,371.667,121.209,105.862,63.866,0.998,120.830,274.000,128.000,65.556,105.794,1.145,0.873,1.008
9,M7_002.tif:0034-0403,7688.889,1346.710,114.403,105.818,92.516,114.666,0.992,105.843,397.000,20.000,116.162,92.672,1.144,0.874,1.005
10,M7_002.tif:0522-0272,8977.778,907.488,1741.708,114.467,99.861,142.171,0.985,114.807,259.000,511.500,140.301,100.520,1.146,0.872,0.998
11,M7_002.tif:0759-0305,10422.222,1017.477,2529.954,127.962,103.703,144.288,0.983,128.073,289.500,748.000,145.069,103.703,1.234,0.810,0.995
12,M7_002.tif:0791-0220,4733.333,733.599,2637.410,86.120,69.980,52.848,0.975,86.683,212.000,801.500,52.028,70.188,1.231,0.813,0.994
13,M7_002.tif:0687-0268,9377.778,893.989,2292.508,121.842,97.997,53.180,0.980,121.678,257.500,702.500,53.915,98.525,1.243,0.804,0.997
14,M7_002.tif:0620-0422,11244.444,1408.333,2070.000,120.723,118.593,90.000,0.993,120.738,420.500,639.000,83.660,119.426,1.018,0.982,0.997
15,M7_002.tif:0342-0380,6544.444,1269.346,1140.914,98.081,84.957,37.381,0.996,97.667,369.000,351.000,36.674,85.149,1.154,0.866,1.008
16,M7_002.tif:0851-0227,7488.889,759.293,2838.116,104.477,91.266,30.392,0.997,104.416,214.000,859.000,28.610,91.033,1.145,0.874,1.001
17,M7_002.tif:0878-0094,9488.889,315.976,2926.663,117.407,102.904,27.420,0.993,117.769,79.000,886.000,26.928,102.673,1.141,0.876,1.004
18,M7_002.tif:0542-0484,6511.111,1615.000,1806.667,104.523,79.315,31.933,0.977,104.616,471.000,550.000,30.651,78.722,1.318,0.759,1.003
19,M7_002.tif:0676-0360,5500.000,1201.135,2255.896,96.534,72.543,67.001,0.975,96.292,354.500,690.000,66.541,72.459,1.331,0.751,0.998
20,M7_002.tif:0320-0616,7188.889,2054.948,1069.410,97.883,93.512,156.981,0.997,97.653,603.500,314.000,152.560,94.009,1.047,0.955,1.000
21,M7_002.tif:0228-0646,9111.111,2156.667,761.667,118.260,98.094,151.666,0.993,117.851,631.500,220.000,151.260,97.956,1.206,0.829,0.999
22,M7_002.tif:0080-0587,8000.000,1959.579,268.301,110.547,92.141,155.434,0.991,110.516,572.500,74.000,156.915,91.859,1.200,0.834,1.006
23,M7_002.tif:0229-0729,8144.444,2430.884,764.836,111.534,92.974,54.970,0.985,111.865,720.000,243.500,56.547,92.980,1.200,0.834,0.999
24,M7_002.tif:0362-0797,8088.889,2659.299,1208.333,102.008,100.963,90.000,1.000,101.338,785.886,372.003,38.695,101.338,1.010,0.990,1.006
25,M7_002.tif:0788-0655,11400.000,2185.000,2626.667,129.458,112.121,90.000,0.987,130.000,655.500,768.500,90.000,112.345,1.155,0.866,1.004
26,M7_002.tif:0915-0724,9588.889,2415.209,3052.289,118.994,102.601,106.105,0.993,118.849,720.000,898.500,104.621,102.708,1.160,0.862,0.998
27,M7_002.tif:0889-0321,6677.778,1070.768,2965.932,99.072,85.821,45.886,0.996,99.023,311.000,900.500,46.364,85.575,1.154,0.866,1.003
28,M7_002.tif:0836-0896,11200.000,2987.288,2786.690,128.142,111.285,1.789,0.994,128.377,877.000,836.500,1.488,110.942,1.151,0.868,1.007
29,M7_002.tif:0698-1054,9400.000,3514.850,2329.287,117.802,101.598,173.309,0.994,117.627,1037.000,696.500,172.674,101.652,1.159,0.862,1.000
30,M7_002.tif:0206-1120,8711.111,3735.000,686.667,113.513,97.710,87.356,0.991,113.382,1120.000,223.000,88.315,97.984,1.162,0.861,0.997
31,M7_002.tif:0764-1278,7322.222,4262.456,2549.390,103.793,89.822,59.401,0.989,104.057,1270.500,778.000,58.092,89.925,1.156,0.865,0.996
32,M7_002.tif:0727-1196,9255.556,3988.866,2425.176,116.467,101.184,9.856,0.994,116.726,1179.500,730.500,9.866,100.874,1.151,0.869,0.999
33,M7_002.tif:0437-1135,7411.111,3784.900,1457.374,107.093,88.111,173.746,0.984,107.303,1119.500,435.500,173.758,88.186,1.215,0.823,0.993
34,M7_002.tif:0310-1051,7766.667,3504.237,1036.660,109.672,90.167,48.837,0.982,109.912,1040.500,323.500,49.304,90.330,1.216,0.822,0.994
35,M7_002.tif:0173-0953,9800.000,3177.411,578.311,122.985,101.457,60.133,0.986,123.209,944.000,189.500,59.967,101.258,1.212,0.825,0.997
36,M7_002.tif:0030-1340,7144.444,4468.437,102.501,104.891,86.724,69.737,0.991,104.947,1335.000,45.500,69.550,86.250,1.209,0.827,0.999
37,M7_002.tif:0081-1412,10200.000,4708.391,271.630,125.706,103.313,34.092,0.985,125.786,1396.500,91.500,32.005,103.376,1.217,0.822,0.996
38,M7_002.tif:0275-1364,11066.667,4547.674,918.474,130.725,107.788,132.168,0.986,130.947,1351.000,261.000,132.421,107.618,1.213,0.825,0.998
39,M7_002.tif:0403-1406,10544.444,4689.443,1344.104,127.816,105.039,51.475,0.986,127.824,1394.500,418.000,50.290,105.050,1.217,0.822,1.004
40,M7_002.tif:0396-1127,7244.444,3760.046,1320.930,105.803,87.180,96.431,0.988,105.843,1126.000,380.500,97.237,86.986,1.214,0.824,1.002
41,M7_002.tif:0580-1368,9555.556,4562.554,1935.609,115.905,104.970,48.206,0.995,115.878,1357.500,594.000,49.667,105.217,1.104,0.906,0.998
42,M7_002.tif:0662-1473,10233.333,4911.754,2209.202,119.922,108.650,153.016,0.993,120.012,1457.500,654.500,152.723,108.970,1.104,0.906,0.996
43,M7_002.tif:0790-1430,7844.444,4767.616,2634.089,104.498,95.579,1.175,0.995,105.013,1414.500,790.000,179.091,95.352,1.093,0.915,0.996
44,M7_002.tif:0786-1493,8488.889,4979.241,2621.536,118.551,91.171,175.139,0.974,118.755,1476.000,785.000,175.170,91.102,1.300,0.769,0.996
45,M7_002.tif:0908-1458,4555.556,4863.772,3029.260,87.008,66.664,176.655,0.978,86.811,1446.000,908.000,176.698,66.596,1.305,0.766,1.000
46,M7_002.tif:0968-1510,8877.778,5035.580,3228.826,121.128,93.319,49.141,0.977,121.249,1498.667,982.333,48.715,93.015,1.298,0.770,0.999
47,M7_002.tif:0699-0546,7155.556,1820.207,2330.031,98.282,92.700,63.579,1.000,97.935,540.000,712.333,65.179,92.980,1.060,0.943,1.002
48,M7_002.tif:0480-0571,7388.889,1905.581,1602.238,103.708,90.714,46.159,0.992,103.899,561.333,492.333,48.468,90.688,1.143,0.875,0.999
49,M7_002.tif:0273-0566,7888.889,1889.047,913.333,100.268,100.176,90.000,0.998,100.394,565.333,259.000,95.080,100.322,1.001,0.999,0.992
50,M7_002.tif:0616-0589,7822.222,1965.824,2054.313,107.608,92.554,108.205,0.991,107.520,584.667,601.000,108.060,92.765,1.163,0.860,0.999
51,M7_002.tif:0587-0837,5988.889,2793.225,1957.548,94.359,80.812,171.900,0.993,93.992,824.000,585.667,173.211,81.094,1.168,0.856,0.995
52,M7_002.tif:0392-0443,11377.778,1480.000,1309.154,120.762,119.960,0.000,1.000,120.185,438.223,375.590,108.690,120.185,1.007,0.993,1.002
53,M7_002.tif:0088-0682,10011.111,2274.267,295.462,118.941,107.167,76.633,0.995,119.112,678.000,106.000,75.964,107.185,1.110,0.901,1.001
54,M7_002.tif:0688-0035,7711.111,116.085,2293.333,99.108,99.065,90.000,1.000,98.839,27.066,700.628,58.403,98.839,1.000,1.000,0.999
55,M7_002.tif:0703-0170,9566.667,568.333,2344.071,110.414,110.318,180.000,0.999,110.454,163.549,718.206,65.194,110.454,1.001,0.999,1.003
56,M7_002.tif:0821-0372,6944.444,1242.435,2739.987,94.134,93.929,74.807,1.000,93.756,361.085,814.022,145.440,93.756,1.002,0.998,1.004
57,M7_002.tif:0178-0237,8633.333,792.563,595.468,117.178,93.808,157.952,0.975,117.610,221.333,172.000,157.797,94.121,1.249,0.801,1.000
58,M7_002.tif:0601-0878,10244.444,2926.544,2005.463,127.268,102.489,112.918,0.985,127.521,870.667,584.000,112.543,102.052,1.242,0.805,0.995
59,M7_002.tif:0671-1418,10877.778,4726.668,2238.759,130.967,105.752,121.380,0.983,131.487,1408.000,654.667,120.466,105.226,1.238,0.807,1.000
60,M7_002.tif:0429-1242,6033.333,4142.047,1429.960,98.696,77.834,94.501,0.978,98.181,1241.333,414.333,95.194,78.572,1.268,0.789,0.998
