 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
27,M3_002.tif:0791-0623,22477.778,2079.126,2638.674,171.825,166.562,63.846,0.998,171.932,612.000,814.667,63.104,166.841,1.032,0.969,0.996
28,M3_002.tif:0734-0609,31688.889,2033.342,2449.011,214.735,187.895,83.037,0.991,214.994,606.000,766.667,82.875,188.159,1.143,0.875,0.998
29,M3_002.tif:0566-0619,20977.778,2066.760,1888.925,174.806,152.797,72.956,0.991,174.992,612.000,591.667,72.255,153.151,1.144,0.874,1.002
30,M3_002.tif:0657-0602,23266.667,2007.996,2193.426,183.746,161.223,108.658,0.992,184.136,594.000,631.667,107.560,161.153,1.140,0.877,0.999
31,M3_002.tif:0538-0803,25344.444,2679.922,1795.446,196.038,164.608,174.479,0.984,196.575,774.667,535.667,174.161,165.030,1.191,0.840,0.999
32,M3_002.tif:0351-0757,28811.111,2524.365,1171.052,208.675,175.792,128.369,0.990,208.936,738.000,326.667,128.089,175.408,1.187,0.842,1.002
33,M3_002.tif:0263-0737,27711.111,2456.667,878.333,221.705,159.143,94.284,0.962,221.658,734.667,230.333,94.024,158.913,1.393,0.718,1.001
34,M3_002.tif:0242-0670,23366.667,2235.425,809.895,191.555,155.315,105.865,0.981,192.000,662.667,215.333,106.128,155.534,1.233,0.811,1.001
35,M3_002.tif:0193-0734,27622.222,2447.695,644.564,208.216,168.910,121.283,0.983,208.475,718.000,166.667,121.487,168.880,1.233,0.811,1.001
36,M3_002.tif:0251-0790,15600.000,2636.555,838.875,157.865,125.819,145.493,0.980,158.403,771.333,238.333,145.864,125.452,1.255,0.797,0.999
37,M3_002.tif:0479-0816,15344.444,2722.439,1599.999,158.408,123.335,21.917,0.973,158.465,794.667,489.000,22.249,123.899,1.284,0.779,1.005
38,M3_002.tif:0771-0963,30088.889,3211.032,2572.184,217.540,176.107,1.200,0.983,217.823,930.667,772.333,1.169,176.048,1.235,0.810,0.999
39,M3_002.tif:0721-0917,26244.444,3057.780,2406.595,207.183,161.285,170.709,0.975,207.144,886.667,717.000,170.740,161.902,1.285,0.778,1.000
40,M3_002.tif:0638-0946,11877.778,3156.743,2127.635,139.235,108.617,24.424,0.977,139.222,928.000,647.000,24.520,108.814,1.282,0.780,1.003
41,M3_002.tif:0720-0848,10755.556,2829.039,2400.090,121.505,112.706,120.009,1.000,121.574,839.333,704.333,120.784,112.464,1.078,0.928,1.002
42,M3_002.tif:0657-0855,20900.000,2851.966,2193.325,169.310,157.172,78.819,0.994,169.967,850.667,683.000,78.690,157.231,1.077,0.928,0.997
43,M3_002.tif:0166-0694,19855.556,2314.455,556.546,165.251,152.985,162.679,1.000,165.178,670.667,159.667,162.784,152.801,1.080,0.926,1.006
44,M3_002.tif:0673-0655,29111.111,2183.332,2244.356,199.964,185.360,92.943,0.999,200.111,654.000,643.333,91.909,185.116,1.079,0.927,0.996
45,M3_002.tif:0847-0863,24311.111,2877.753,2825.602,183.048,169.102,119.482,0.997,183.033,850.000,823.667,119.055,169.318,1.082,0.924,0.998
46,M3_002.tif:0691-1026,26655.556,3422.261,2304.557,191.659,177.080,141.141,0.998,191.589,1004.000,673.667,142.067,177.232,1.082,0.924,1.004
47,M3_002.tif:0648-1075,25633.333,3585.331,2161.125,198.768,164.199,151.774,0.985,198.824,1049.333,634.333,152.003,164.448,1.211,0.826,1.001
48,M3_002.tif:0673-0934,20266.667,3114.474,2243.361,176.476,146.220,144.210,0.984,176.956,912.667,657.667,144.713,146.361,1.207,0.829,1.001
49,M3_002.tif:0453-1011,27922.222,3369.917,1511.169,194.690,182.607,160.687,1.000,194.657,983.333,444.000,161.358,182.437,1.066,0.938,1.002
50,M3_002.tif:0395-1029,27855.556,3432.245,1316.589,194.746,182.118,18.834,0.998,194.657,1002.000,404.333,18.642,182.438,1.069,0.935,1.000
51,M3_002.tif:0390-0978,28066.667,3260.000,1300.000,197.779,180.685,57.497,0.998,197.878,962.000,415.000,57.381,180.508,1.095,0.914,1.002
52,M3_002.tif:0313-0913,24111.111,3045.575,1044.550,183.232,167.542,54.706,0.995,183.693,898.000,336.000,55.349,167.569,1.094,0.914,1.002
53,M3_002.tif:0244-0939,27111.111,3131.179,815.667,194.264,177.691,153.328,0.995,194.797,913.333,231.333,152.850,177.698,1.093,0.915,0.998
54,M3_002.tif:0203-1046,16644.444,3487.575,679.094,166.350,127.396,67.295,0.973,166.326,1036.667,226.667,67.203,127.600,1.306,0.766,0.998
55,M3_002.tif:0166-0946,22655.556,3154.693,555.338,193.905,148.764,13.264,0.973,194.047,918.000,173.333,13.241,148.867,1.303,0.767,1.002
56,M3_002.tif:0089-0889,26244.444,2963.229,297.822,208.944,159.925,152.542,0.974,208.759,861.333,74.667,152.071,160.154,1.307,0.765,0.997
57,M3_002.tif:0302-0960,28133.333,3202.230,1009.096,216.349,165.568,9.607,0.973,216.276,928.667,308.000,9.462,165.921,1.307,0.765,0.998
58,M3_002.tif:0506-1069,22222.222,3565.670,1687.862,178.352,158.642,50.307,0.995,178.402,1052.667,527.000,50.560,158.680,1.124,0.889,0.997
59,M3_002.tif:0606-1123,28600.000,3743.486,2022.385,202.392,179.922,92.339,0.996,202.332,1122.000,576.333,91.888,179.965,1.125,0.889,1.002
60,M3_002.tif:0539-1209,23666.667,4031.183,1799.858,199.430,151.097,34.693,0.970,199.716,1184.667,557.000,34.574,151.166,1.320,0.758,1.005
61,M3_002.tif:0484-1147,28977.778,3823.295,1615.573,213.961,172.441,151.983,0.984,213.727,1118.667,469.667,152.103,172.559,1.241,0.806,1.000
62,M3_002.tif:0657-0983,23288.889,3279.946,2192.122,191.697,154.683,161.903,0.982,191.846,956.667,648.667,161.775,154.893,1.239,0.807,0.999
63,M3_002.tif:0399-1157,14722.222,3858.743,1331.317,164.430,113.999,32.065,0.949,164.655,1136.667,412.333,31.759,114.189,1.442,0.693,0.999
64,M3_002.tif:0380-1122,27355.556,3741.219,1268.809,200.867,173.399,159.767,0.991,201.059,1094.000,370.333,159.963,173.509,1.158,0.863,0.997
65,M3_002.tif:0545-1312,23255.556,4374.427,1817.899,181.691,162.969,64.469,0.995,181.910,1300.667,570.000,64.687,163.001,1.115,0.897,1.002
66,M3_002.tif:0495-1337,24511.111,4457.668,1650.999,186.596,167.252,87.439,0.993,186.878,1336.000,523.333,87.274,167.453,1.116,0.896,0.999
67,M3_002.tif:0412-1216,29111.111,4053.333,1375.575,192.719,192.329,0.000,1.000,192.553,1189.584,400.987,156.147,192.553,1.002,0.998,1.002
68,M3_002.tif:0219-1088,22200.000,3629.081,733.333,168.287,167.963,0.000,0.999,168.244,1063.663,216.575,172.200,168.244,1.002,0.998,1.002
69,M3_002.tif:0363-0705,22311.111,2353.333,1213.333,216.146,131.427,118.068,0.909,216.732,690.667,335.333,118.142,131.645,1.645,0.608,1.000
70,M3_002.tif:0365-1274,11644.444,4246.667,1216.667,125.269,118.355,87.067,1.000,125.157,1272.000,383.667,83.884,118.184,1.058,0.945,0.993
71,M3_002.tif:0349-1247,14244.444,4156.674,1164.594,138.208,131.226,76.068,0.999,138.600,1242.667,369.667,77.969,130.878,1.053,0.949,0.996
72,M3_002.tif:0346-1207,12344.444,4026.749,1154.385,129.291,121.567,94.963,0.997,129.195,1206.667,327.000,93.945,121.997,1.064,0.940,1.002
73,M3_002.tif:0318-1117,14711.111,3725.415,1062.170,151.089,123.972,99.091,0.987,150.882,1114.000,296.333,99.324,124.037,1.219,0.821,1.003
74,M3_002.tif:0342-1085,25555.556,3618.778,1142.113,198.825,163.653,82.877,0.983,199.283,1082.000,372.333,82.954,163.826,1.215,0.823,0.998
75,M3_002.tif:0494-0965,22422.222,3220.000,1646.667,195.815,145.795,6.171,0.965,196.814,936.667,497.333,6.483,145.437,1.343,0.745,0.999
