 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,M4_002.tif:0114-0286,4766.667,953.990,379.934,86.090,70.497,111.472,0.987,86.039,281.500,102.000,111.595,70.432,1.221,0.819,0.988
2,M4_002.tif:0136-0486,8066.667,1623.333,455.000,112.591,91.222,68.682,0.985,112.052,480.500,152.000,67.249,91.726,1.234,0.810,0.994
3,M4_002.tif:0164-0527,9322.222,1756.720,548.286,119.828,99.054,41.306,0.986,120.416,513.500,176.500,41.634,98.573,1.210,0.827,1.001
4,M4_002.tif:0316-0682,8511.111,2275.914,1053.977,115.012,94.222,177.093,0.985,115.109,665.500,315.500,177.510,94.229,1.221,0.819,1.002
5,M4_002.tif:0216-0711,4500.000,2371.708,723.239,83.411,68.691,68.504,0.987,83.600,706.500,228.500,66.501,68.435,1.214,0.824,1.005
6,M4_002.tif:0154-0700,5477.778,2335.906,514.784,92.634,75.291,8.864,0.986,92.631,687.000,156.500,8.276,75.139,1.230,0.813,1.006
7,M4_002.tif:0399-0313,4766.667,1042.249,1328.916,77.915,77.894,129.193,0.989,78.351,307.091,388.449,118.781,78.351,1.000,1.000,0.986
8,M4_002.tif:0030-0506,4533.333,1689.387,100.645,89.495,64.496,19.124,0.956,89.598,494.000,34.500,18.435,64.907,1.388,0.721,0.993
9,M4_002.tif:0469-0440,5200.000,1469.138,1564.017,95.386,69.411,95.411,0.967,95.365,439.500,455.000,95.013,69.085,1.374,0.728,1.006
10,M4_002.tif:0475-0369,4900.000,1231.493,1585.967,83.672,74.563,78.326,1.000,83.350,367.000,488.000,78.465,74.279,1.122,0.891,1.011
11,M4_002.tif:0546-0586,4633.333,1954.896,1822.242,85.570,68.942,43.705,0.977,86.104,577.000,555.500,42.647,68.862,1.241,0.806,1.001
12,M4_002.tif:0788-0517,5222.222,1723.376,2627.816,89.008,74.703,25.396,0.989,88.710,505.000,794.000,25.602,75.014,1.191,0.839,0.998
13,M4_002.tif:0582-0541,4355.556,1804.345,1941.692,80.930,68.524,63.874,0.983,81.257,536.000,593.500,64.486,68.713,1.181,0.847,1.003
14,M4_002.tif:0476-0043,5333.333,143.333,1590.000,89.559,75.823,114.671,0.994,89.443,37.000,465.000,116.565,75.634,1.181,0.847,0.994
15,M4_002.tif:0521-0600,4977.778,2001.555,1739.010,86.396,73.359,59.253,0.989,86.619,594.000,533.000,59.982,73.246,1.178,0.849,1.000
16,M4_002.tif:0571-0962,4700.000,3208.459,1905.969,80.023,74.781,42.418,0.994,80.200,953.667,580.000,42.754,74.950,1.070,0.934,0.995
17,M4_002.tif:0250-0971,4788.889,3236.671,834.435,86.055,70.855,109.230,0.988,86.438,967.000,238.000,107.969,70.316,1.215,0.823,0.999
18,M4_002.tif:0327-0815,4000.000,2717.583,1092.139,79.357,64.178,173.087,0.983,79.197,803.500,326.000,171.529,64.426,1.237,0.809,0.994
19,M4_002.tif:0341-0870,5811.111,2900.787,1140.022,95.244,77.684,153.446,0.984,95.408,857.500,335.500,152.987,77.613,1.226,0.816,0.999
20,M4_002.tif:0422-1007,3322.222,3358.356,1407.620,73.085,57.877,82.593,0.978,72.361,1006.000,433.000,82.057,58.865,1.263,0.792,1.000
21,M4_002.tif:0377-0987,4777.778,3290.000,1258.333,86.877,70.022,114.536,0.980,86.667,982.000,365.500,112.620,70.502,1.241,0.806,0.998
22,M4_002.tif:0080-1317,4044.444,4390.000,266.667,79.115,65.089,165.150,0.993,79.232,1305.500,77.000,165.379,64.454,1.215,0.823,1.008
23,M4_002.tif:0153-1390,3411.111,4636.053,510.613,73.069,59.439,135.000,0.985,73.068,1383.000,145.500,135.000,59.439,1.229,0.813,0.994
24,M4_002.tif:0127-0752,4966.667,2509.243,423.374,92.940,68.041,19.097,0.964,93.289,739.500,131.500,18.759,67.698,1.366,0.732,1.002
