 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
14,M10_002.tif:0086-0255,5700.000,851.576,287.242,86.827,83.586,101.599,1.000,86.619,253.000,73.500,101.094,83.360,1.039,0.963,1.005
15,M10_002.tif:0044-0284,5122.222,947.523,147.430,82.286,79.257,77.169,1.000,82.091,283.000,56.500,84.174,79.003,1.038,0.963,1.005
16,M10_002.tif:0202-0304,4133.333,1014.256,673.351,74.094,71.027,117.987,0.998,74.031,298.500,192.500,121.185,71.246,1.043,0.959,0.993
17,M10_002.tif:0188-0343,3900.000,1145.788,627.507,71.903,69.060,80.023,1.000,71.841,343.000,199.000,86.009,69.138,1.041,0.960,1.001
18,M10_002.tif:0165-0350,3255.556,1168.333,551.667,64.382,64.382,0.000,0.997,65.744,342.000,170.500,30.466,63.270,1.000,1.000,1.007
19,M10_002.tif:0399-0169,3366.667,564.087,1331.315,66.790,64.180,159.415,0.987,67.185,160.500,394.500,150.255,64.658,1.041,0.961,0.990
20,M10_002.tif:0380-0178,3688.889,593.333,1266.667,75.304,62.372,69.750,0.998,74.907,174.000,390.500,69.146,62.011,1.207,0.828,1.009
21,M10_002.tif:0272-0160,5933.333,536.667,910.000,95.545,79.068,71.499,0.986,95.581,156.667,286.667,72.408,79.126,1.208,0.828,0.998
22,M10_002.tif:0434-0142,6700.000,473.292,1449.107,101.762,83.830,23.065,0.987,101.544,128.000,440.667,23.199,84.062,1.214,0.824,1.005
23,M10_002.tif:0241-0495,5988.889,1652.489,806.614,95.966,79.458,161.108,0.981,96.276,482.000,237.333,161.147,79.701,1.208,0.828,0.994
24,M10_002.tif:0617-0049,5433.333,164.502,2056.452,91.799,75.360,167.365,0.983,91.625,36.000,613.667,165.964,75.850,1.218,0.821,0.995
25,M10_002.tif:0639-0209,5200.000,697.842,2131.175,89.440,74.025,45.011,0.984,89.581,200.000,649.000,46.005,74.158,1.208,0.828,0.992
26,M10_002.tif:0651-0231,5944.444,771.075,2170.975,89.312,84.745,64.336,0.993,89.581,224.667,663.000,60.255,85.078,1.054,0.949,0.990
27,M10_002.tif:0617-0159,5333.333,532.417,2057.875,84.380,80.476,119.030,0.998,84.620,153.333,606.333,119.932,80.366,1.049,0.954,0.993
28,M10_002.tif:0659-0138,5622.222,461.219,2197.740,86.663,82.601,125.516,0.997,86.923,131.333,648.333,122.471,82.553,1.049,0.953,1.004
29,M10_002.tif:0679-0133,4222.222,444.684,2266.482,75.475,71.227,113.422,0.990,75.588,128.667,669.667,114.305,71.789,1.060,0.944,1.001
30,M10_002.tif:0665-0079,4711.111,264.395,2218.734,79.205,75.733,121.447,0.999,79.505,74.000,655.000,116.565,75.508,1.046,0.956,1.006
31,M10_002.tif:0687-0067,5611.111,224.419,2291.317,86.781,82.326,42.576,0.999,86.781,57.333,695.667,39.806,82.419,1.054,0.949,1.004
32,M10_002.tif:0728-0060,6200.000,203.435,2427.867,91.305,86.459,106.170,1.000,91.111,58.000,715.000,102.680,86.531,1.056,0.947,1.002
33,M10_002.tif:0823-0075,5644.444,249.934,2744.180,87.361,82.264,32.187,0.999,87.003,64.500,831.000,36.431,82.629,1.062,0.942,1.006
34,M10_002.tif:0750-0264,6311.111,883.439,2502.283,92.145,87.206,86.559,1.000,91.909,264.000,764.500,85.840,87.289,1.057,0.946,1.005
35,M10_002.tif:0784-0172,4633.333,575.000,2615.000,80.965,72.863,47.291,1.000,80.691,165.000,794.000,51.710,72.660,1.111,0.900,1.007
36,M10_002.tif:0975-0230,7911.111,770.000,3251.667,105.824,95.184,90.000,0.980,106.667,231.000,959.500,90.000,96.050,1.112,0.899,0.992
37,M10_002.tif:0982-0033,6155.556,111.119,3274.091,93.241,84.056,30.475,0.998,93.244,21.000,989.000,28.856,83.964,1.109,0.901,1.005
38,M10_002.tif:0964-0053,5044.444,177.695,3215.587,84.199,76.281,21.471,0.996,84.492,41.500,969.500,22.011,76.083,1.104,0.906,0.997
39,M10_002.tif:0889-0214,4055.556,714.699,2965.776,75.492,68.400,99.230,0.998,75.664,213.000,878.500,97.595,68.133,1.104,0.906,0.991
40,M10_002.tif:0808-0304,6177.778,1013.333,2693.333,93.047,84.536,90.000,0.998,93.393,303.500,794.000,92.045,84.098,1.101,0.909,0.991
41,M10_002.tif:0963-0341,4833.333,1139.084,3213.299,82.749,74.370,116.031,0.995,82.748,336.000,953.000,117.597,74.512,1.113,0.899,0.990
42,M10_002.tif:0907-0524,3900.000,1746.842,3025.731,74.293,66.839,127.587,0.985,74.703,517.000,899.000,128.660,67.268,1.112,0.900,0.990
43,M10_002.tif:0906-0543,5155.556,1813.333,3023.333,85.093,77.142,132.858,0.997,85.375,536.000,897.000,128.660,76.878,1.103,0.907,1.002
44,M10_002.tif:0932-0615,5700.000,2053.356,3108.418,90.002,80.637,103.674,0.997,89.753,612.500,919.500,105.068,80.820,1.116,0.896,1.002
45,M10_002.tif:0995-0641,6044.444,2139.038,3318.339,92.620,83.092,152.982,0.996,92.451,629.500,989.000,152.049,83.250,1.115,0.897,1.002
46,M10_002.tif:0619-0352,5100.000,1173.460,2065.821,85.067,76.334,129.026,1.000,84.673,344.500,609.500,126.193,76.245,1.114,0.897,0.997
47,M10_002.tif:0637-0370,5466.667,1233.435,2124.011,88.077,79.026,29.869,0.999,87.829,359.000,644.500,33.389,79.087,1.115,0.897,0.998
48,M10_002.tif:0626-0390,5111.111,1300.920,2086.739,85.342,76.254,38.912,1.000,84.673,380.000,633.500,36.193,76.245,1.119,0.894,0.998
49,M10_002.tif:0606-0430,4566.667,1434.067,2022.437,80.378,72.339,47.442,1.000,80.173,422.000,615.500,46.685,72.194,1.111,0.900,1.000
50,M10_002.tif:0606-0406,3466.667,1356.763,2020.502,69.819,63.219,41.304,1.000,69.781,399.000,613.000,40.156,62.836,1.104,0.905,1.010
51,M10_002.tif:0455-0492,5166.667,1641.573,1517.495,85.525,76.918,85.885,1.000,85.261,491.500,468.000,85.515,76.775,1.112,0.899,1.016
52,M10_002.tif:0538-0547,5266.667,1823.333,1795.000,85.401,78.521,97.914,0.987,86.731,546.500,525.500,92.203,78.099,1.088,0.919,1.003
53,M10_002.tif:0378-0587,3833.333,1959.444,1262.266,73.742,66.187,63.159,0.991,73.824,582.500,388.500,61.699,66.477,1.114,0.898,0.997
54,M10_002.tif:0560-0736,4333.333,2452.231,1866.667,82.193,67.127,180.000,0.995,78.333,724.000,560.000,0.000,70.537,1.224,0.817,1.003
55,M10_002.tif:0557-0763,5955.556,2545.983,1859.863,92.697,81.802,174.798,0.987,92.211,750.000,556.500,173.774,83.033,1.133,0.882,0.993
56,M10_002.tif:0449-0787,4788.889,2624.343,1496.539,82.704,73.726,55.033,0.995,82.344,780.000,459.000,54.058,74.149,1.122,0.891,0.994
57,M10_002.tif:0453-0808,5666.667,2696.667,1513.333,89.317,80.780,67.398,0.998,89.443,803.000,466.000,63.435,80.541,1.106,0.904,1.014
58,M10_002.tif:0360-0879,5333.333,2932.389,1202.569,86.619,78.396,79.994,0.994,86.955,877.000,373.500,77.829,78.300,1.105,0.905,0.995
59,M10_002.tif:0359-0833,6011.111,2777.662,1197.465,92.086,83.114,32.742,1.000,92.045,821.500,366.500,31.675,82.884,1.108,0.903,1.003
60,M10_002.tif:0347-0854,5711.111,2849.929,1157.224,89.272,81.454,162.027,0.989,90.200,842.000,343.500,163.909,81.223,1.096,0.912,0.992
61,M10_002.tif:0403-0918,4366.667,3061.480,1345.687,78.510,70.817,12.464,0.990,78.828,907.000,406.500,13.449,70.983,1.109,0.902,1.004
62,M10_002.tif:0151-0820,4966.667,2736.745,504.948,84.104,75.189,31.730,0.989,84.130,810.500,158.500,33.690,75.756,1.119,0.894,0.998
63,M10_002.tif:0431-0772,6355.556,2573.333,1438.333,94.947,85.228,70.019,0.995,94.868,767.500,445.000,71.565,85.426,1.114,0.898,0.998
64,M10_002.tif:0595-0940,4933.333,3134.850,1985.878,83.280,75.424,128.018,0.991,83.749,932.000,586.500,132.580,75.414,1.104,0.906,1.000
65,M10_002.tif:0631-0993,4577.778,3312.484,2105.672,81.021,71.939,49.080,0.997,80.450,986.000,641.000,50.042,72.443,1.126,0.888,0.996
66,M10_002.tif:0645-0831,5122.222,2771.667,2149.056,84.743,76.960,90.000,0.999,85.000,831.500,632.000,90.000,76.540,1.101,0.908,1.001
67,M10_002.tif:0668-0873,6400.000,2912.413,2227.529,95.425,85.394,94.034,0.996,95.131,873.000,654.000,93.013,85.663,1.117,0.895,1.003
68,M10_002.tif:0891-0827,5400.000,2756.578,2972.387,87.412,78.656,69.535,1.000,87.003,822.500,904.000,69.829,78.343,1.111,0.900,1.002
69,M10_002.tif:0739-1043,6400.000,3477.454,2466.030,94.923,85.846,86.603,0.992,95.365,1042.000,754.000,84.987,85.873,1.106,0.904,0.996
70,M10_002.tif:0767-1039,7422.222,3464.945,2559.127,103.112,91.651,83.713,0.995,102.537,1037.500,783.000,82.528,92.332,1.125,0.889,1.004
71,M10_002.tif:0659-0729,3900.000,2431.828,2197.327,74.123,66.992,7.676,0.997,74.256,718.500,661.000,9.039,66.865,1.106,0.904,1.007
72,M10_002.tif:0595-0668,5944.444,2230.134,1985.966,91.571,82.654,38.505,0.997,91.667,658.000,604.000,36.870,82.543,1.108,0.903,1.008
73,M10_002.tif:0556-0706,6344.444,2353.809,1855.000,94.889,85.131,0.000,0.991,95.000,692.000,556.500,0.000,85.545,1.115,0.897,0.989
74,M10_002.tif:0957-0786,7577.778,2620.811,3191.530,103.474,93.244,92.864,0.998,103.454,785.500,942.000,92.770,93.158,1.110,0.901,0.994
75,M10_002.tif:0971-0852,9266.667,2840.627,3239.065,114.727,102.842,161.432,0.989,114.915,836.000,966.000,160.514,103.478,1.116,0.896,0.992
76,M10_002.tif:0722-1030,3922.222,3435.000,2408.994,70.717,70.618,1.031E-11,1.000,70.336,1025.821,732.206,63.673,70.336,1.001,0.999,1.009
77,M10_002.tif:0538-0817,5800.000,2723.333,1794.259,86.189,85.682,0.000,0.998,86.039,807.272,529.768,138.915,86.039,1.006,0.994,0.999
78,M10_002.tif:0464-0832,4288.889,2776.261,1550.000,74.093,73.702,90.000,0.989,74.330,822.466,469.307,22.726,74.330,1.005,0.995,0.990
79,M10_002.tif:0452-0855,4500.000,2852.588,1508.333,75.971,75.418,90.000,1.000,75.369,845.771,447.186,151.966,75.369,1.007,0.993,0.999
80,M10_002.tif:0173-0874,6177.778,2915.785,578.273,88.892,88.487,64.474,1.000,88.585,861.715,170.922,168.814,88.585,1.005,0.995,0.997
81,M10_002.tif:0293-0937,5688.889,3125.391,976.667,85.413,84.804,90.000,1.000,85.065,925.731,297.285,19.624,85.065,1.007,0.993,1.002
82,M10_002.tif:0286-1095,5411.111,3652.406,955.623,83.119,82.889,159.130,1.000,82.899,1084.962,280.565,150.174,82.899,1.003,0.997,1.003
83,M10_002.tif:0300-1119,4900.000,3730.042,1001.750,81.652,76.408,119.326,0.993,81.989,1113.500,289.500,116.565,76.553,1.069,0.936,0.993
84,M10_002.tif:0295-1141,4922.222,3804.466,984.962,82.049,76.383,107.130,1.000,81.735,1137.000,284.000,110.283,76.316,1.074,0.931,1.008
85,M10_002.tif:0281-1159,5877.778,3865.000,938.333,89.985,83.167,116.357,0.994,89.753,1152.500,270.000,121.329,83.802,1.082,0.924,0.998
86,M10_002.tif:0284-1201,3177.778,4006.667,947.587,74.230,54.507,90.000,0.959,75.000,1202.000,273.000,90.000,54.126,1.362,0.734,1.000
87,M10_002.tif:0126-1195,4144.444,3985.697,421.533,76.032,69.403,109.896,1.000,75.517,1191.500,116.000,112.036,69.742,1.096,0.913,0.995
88,M10_002.tif:0141-1211,5566.667,4039.025,471.667,84.242,84.135,0.000,0.997,84.344,1199.306,139.217,169.605,84.344,1.001,0.999,0.997
89,M10_002.tif:0150-1236,5688.889,4120.000,500.000,87.007,83.250,151.690,1.000,86.474,1224.500,144.000,152.447,83.543,1.045,0.957,0.988
90,M10_002.tif:0129-1257,5266.667,4193.333,433.333,82.791,80.996,126.717,0.995,83.533,1252.000,119.000,118.610,80.702,1.022,0.978,0.996
91,M10_002.tif:0052-1056,4611.111,3520.237,174.325,83.264,70.511,3.127,0.988,83.483,1043.500,53.000,3.434,70.485,1.181,0.847,0.994
92,M10_002.tif:0096-1120,4522.222,3734.247,320.782,75.919,75.843,77.922,1.000,75.755,1108.887,96.321,0.356,75.755,1.001,0.999,0.999
93,M10_002.tif:0114-1367,4911.111,4558.243,380.686,81.952,76.301,123.979,0.994,82.006,1360.000,104.500,127.569,76.592,1.074,0.931,0.998
94,M10_002.tif:0302-1359,5766.667,4531.667,1008.333,88.518,82.948,56.594,0.997,88.757,1352.000,313.500,55.713,82.897,1.067,0.937,1.004
95,M10_002.tif:0352-1349,5200.000,4496.667,1175.000,89.799,73.729,39.318,0.985,90.062,1338.500,361.000,38.991,73.549,1.218,0.821,0.992
96,M10_002.tif:0526-1281,5933.333,4272.628,1755.961,87.311,86.525,45.267,0.994,87.210,1268.718,525.610,175.000,87.210,1.009,0.991,0.993
97,M10_002.tif:0543-1206,5288.889,4023.333,1810.770,82.310,81.813,90.000,1.000,82.006,1194.987,540.602,167.569,82.006,1.006,0.994,1.005
98,M10_002.tif:0582-1256,5211.111,4189.492,1941.716,87.909,75.476,3.018,0.994,88.396,1243.500,583.000,2.161,74.808,1.165,0.859,1.010
99,M10_002.tif:0640-1226,4411.111,4088.149,2133.942,78.642,71.418,41.607,0.993,78.969,1218.000,648.500,44.145,71.426,1.101,0.908,0.989
100,M10_002.tif:0641-1300,3922.222,4336.747,2137.125,74.507,67.026,17.254,0.996,74.330,1290.500,645.000,19.654,67.231,1.112,0.900,1.004
101,M10_002.tif:0659-1209,4422.222,4033.333,2198.333,84.909,66.313,49.481,0.970,84.984,1201.500,669.000,48.180,66.922,1.280,0.781,1.000
102,M10_002.tif:0678-1190,5200.000,3970.000,2261.667,81.542,81.195,0.000,1.000,81.377,1178.979,680.621,10.008,81.377,1.004,0.996,0.992
103,M10_002.tif:0681-1164,5422.222,3881.141,2272.493,85.939,80.333,138.719,1.000,85.667,1154.000,674.000,142.907,80.465,1.070,0.935,0.996
104,M10_002.tif:0934-1122,4500.000,3741.667,3114.078,75.971,75.418,0.000,1.000,75.369,1111.870,930.401,160.096,75.369,1.007,0.993,1.004
105,M10_002.tif:0702-1162,3000.000,3876.667,2341.667,62.499,61.116,90.000,1.000,61.464,1154.968,707.026,29.399,61.464,1.023,0.978,1.009
106,M10_002.tif:0897-1420,4722.222,4736.953,2990.631,82.701,72.702,157.475,0.992,82.949,1409.500,892.500,157.557,72.674,1.138,0.879,1.006
107,M10_002.tif:0900-1388,6300.000,4628.422,3000.009,100.386,79.906,175.414,0.987,100.499,1373.500,898.500,174.289,79.217,1.256,0.796,1.005
108,M10_002.tif:0928-1493,5144.444,4979.140,3096.548,89.475,73.206,68.527,0.990,89.147,1489.000,941.500,69.193,73.212,1.222,0.818,0.999
109,M10_002.tif:0971-1499,5711.111,4999.086,3240.013,94.033,77.331,25.043,0.990,93.941,1487.000,978.000,25.201,77.149,1.216,0.822,1.004
110,M10_002.tif:0783-1482,4966.667,4943.352,2609.907,85.249,74.180,79.265,0.997,84.984,1480.500,795.500,78.690,74.190,1.149,0.870,1.018
111,M10_002.tif:0785-1330,4811.111,4435.000,2618.333,83.713,73.175,115.668,0.998,83.600,1325.500,774.000,113.499,72.982,1.144,0.874,0.991
112,M10_002.tif:0776-1506,5955.556,5022.295,2589.005,92.762,81.745,151.236,0.993,93.244,1494.500,770.000,151.144,81.401,1.135,0.881,1.008
113,M10_002.tif:0923-1368,5677.778,4562.449,3080.003,97.541,74.114,168.986,0.968,97.082,1354.500,921.000,168.111,75.061,1.316,0.760,1.001
114,M10_002.tif:0619-1448,3700.000,4828.353,2063.448,77.541,60.755,97.869,0.982,77.817,1446.500,607.500,99.866,60.166,1.276,0.784,0.994
115,M10_002.tif:0676-1334,4333.333,4447.496,2255.641,77.125,71.538,68.575,1.000,77.064,1330.000,687.500,68.429,71.362,1.078,0.928,0.999
116,M10_002.tif:0696-1397,6933.333,4660.150,2320.775,97.651,90.401,43.801,0.995,97.824,1387.500,706.500,44.310,90.585,1.080,0.926,0.994
117,M10_002.tif:0403-1519,5655.556,5065.629,1345.792,91.884,78.369,86.582,0.992,91.803,1519.000,417.500,86.878,78.423,1.172,0.853,1.003
118,M10_002.tif:0415-1493,4955.556,4978.221,1383.946,85.524,73.776,13.443,0.988,86.104,1481.000,418.500,14.574,73.555,1.159,0.863,1.007
119,M10_002.tif:0286-1420,5666.667,4734.993,956.131,86.882,83.044,82.559,1.000,86.619,1418.000,299.500,78.906,82.824,1.046,0.956,1.009
120,M10_002.tif:0228-1430,4811.111,4767.556,763.353,80.401,76.189,91.000,0.997,80.156,1429.500,217.000,93.576,76.644,1.055,0.948,0.995
121,M10_002.tif:0264-1422,5733.333,4742.390,880.607,87.410,83.514,73.393,0.992,87.718,1419.500,277.000,75.700,83.875,1.047,0.955,0.990
122,M10_002.tif:0215-1443,3344.444,4810.006,718.444,65.827,64.689,91.131,0.999,66.750,1442.500,205.500,92.862,63.826,1.018,0.983,1.007
123,M10_002.tif:0217-1462,2700.000,4875.000,725.000,59.138,58.131,90.000,0.995,60.093,1462.000,208.500,93.180,57.460,1.017,0.983,0.996
124,M10_002.tif:0194-1509,4588.889,5031.102,647.405,78.443,74.484,144.118,0.995,78.351,1499.000,188.500,150.709,74.919,1.053,0.950,0.993
125,M10_002.tif:0142-1374,5877.778,4582.524,475.025,98.602,75.900,175.332,0.981,98.559,1360.000,141.500,176.121,75.449,1.299,0.770,1.008
126,M10_002.tif:0532-1492,4666.667,4975.698,1773.333,77.129,77.037,180.000,1.000,77.046,1482.180,527.326,156.147,77.046,1.001,0.999,1.002
127,M10_002.tif:0259-1222,4511.111,4072.783,865.435,80.835,71.055,112.088,1.000,80.500,1217.667,248.333,110.186,70.632,1.138,0.879,1.016
128,M10_002.tif:0214-1182,3677.778,3941.133,713.218,71.135,65.828,153.227,0.997,71.589,1172.500,209.500,155.225,65.451,1.081,0.925,1.003
129,M10_002.tif:0266-1126,4822.222,3756.667,888.333,87.127,70.470,8.393,0.974,87.686,1114.000,268.500,8.746,70.720,1.236,0.809,0.989
130,M10_002.tif:0023-0978,5866.667,3262.399,79.268,88.914,84.011,82.734,1.000,88.475,978.000,37.000,86.760,84.325,1.058,0.945,1.009
131,M10_002.tif:0049-0988,6200.000,3296.111,165.884,90.972,86.775,104.452,1.000,90.952,985.500,36.500,103.782,86.686,1.048,0.954,1.003
132,M10_002.tif:0207-1059,6311.111,3530.845,691.045,91.394,87.922,123.843,0.995,92.045,1052.000,195.500,121.675,87.727,1.039,0.962,0.996
133,M10_002.tif:0515-0634,7211.111,2117.003,1718.580,104.936,87.496,27.369,0.980,105.372,621.217,523.087,28.328,87.833,1.199,0.834,0.991
134,M10_002.tif:0247-0262,5111.111,876.667,823.333,87.877,74.054,41.576,0.985,88.499,252.667,255.333,38.884,73.769,1.187,0.843,1.004
135,M10_002.tif:0068-0306,7111.111,1023.266,228.854,104.510,86.634,100.924,0.989,104.160,304.000,53.333,101.070,86.823,1.206,0.829,0.999
136,M10_002.tif:0140-1278,4944.444,4262.154,467.891,87.022,72.343,149.740,0.996,86.553,1267.333,134.000,150.802,72.146,1.203,0.831,1.000
137,M10_002.tif:0166-1279,4888.889,4263.333,556.667,86.553,71.918,155.724,0.990,86.467,1267.333,161.333,154.093,71.823,1.203,0.831,0.991
138,M10_002.tif:0305-0486,2744.444,1621.140,1017.537,64.815,53.912,158.898,0.973,65.362,477.000,302.000,160.641,54.293,1.202,0.832,0.986
139,M10_002.tif:0285-0491,3100.000,1638.345,952.634,68.697,57.456,33.126,0.973,69.462,482.500,291.000,30.256,57.698,1.196,0.836,0.995
