 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
52,M2_004.tif:0999-0909,62155.556,3033.333,3331.667,301.437,262.539,55.246,0.993,301.478,884.000,1036.500,54.904,262.513,1.148,0.871,1.005
53,M2_004.tif:0939-0853,49133.333,2845.000,3133.333,267.928,233.490,100.753,0.993,268.038,846.000,900.500,100.751,233.395,1.147,0.871,1.002
54,M2_004.tif:0757-0818,43688.889,2729.195,2526.708,252.903,219.952,65.413,0.993,252.834,803.000,792.500,65.462,220.156,1.150,0.870,0.999
55,M2_004.tif:0720-0855,12177.778,2850.709,2400.128,133.733,115.942,138.933,0.991,133.593,840.000,707.000,139.554,116.327,1.153,0.867,1.000
56,M2_004.tif:1013-1063,28111.111,3545.018,3378.298,203.026,176.293,61.174,0.993,202.759,1049.500,1040.500,62.592,176.553,1.152,0.868,1.002
57,M2_004.tif:1013-0996,35577.778,3320.019,3377.312,219.311,206.552,50.657,0.998,219.425,975.500,1039.000,51.476,206.664,1.062,0.942,0.998
58,M2_004.tif:0777-1089,44911.111,3632.669,2590.828,246.249,232.215,35.435,0.999,246.453,1059.500,798.500,35.087,232.120,1.060,0.943,1.001
59,M2_004.tif:0842-1068,31566.667,3562.421,2808.352,206.502,194.632,34.442,0.998,206.727,1043.500,860.500,35.484,194.705,1.061,0.943,0.998
60,M2_004.tif:0690-1052,25077.778,3508.237,2300.724,192.720,165.681,165.073,0.990,192.823,1024.500,683.000,165.483,165.959,1.163,0.860,0.995
61,M2_004.tif:0648-0651,41488.889,2171.726,2160.946,230.093,229.583,33.673,1.000,230.054,626.000,671.500,42.357,229.718,1.002,0.998,0.999
62,M2_004.tif:0748-0648,48888.889,2162.488,2495.790,249.900,249.089,131.060,0.999,249.856,622.500,722.000,134.459,249.491,1.003,0.997,0.997
63,M2_004.tif:0705-0614,40477.778,2047.460,2349.983,248.126,207.708,13.188,0.987,248.221,578.000,713.500,13.196,208.106,1.195,0.837,0.997
64,M2_004.tif:0827-0664,42188.889,2215.988,2757.477,253.100,212.235,6.139,0.988,253.257,627.000,831.500,6.423,212.327,1.193,0.839,1.000
65,M2_004.tif:0796-0711,23377.778,2372.543,2656.651,192.247,154.829,4.467,0.980,192.390,683.000,799.500,4.970,155.357,1.242,0.805,1.000
66,M2_004.tif:0901-0759,51211.111,2530.661,3003.326,264.828,246.213,107.517,0.996,265.168,747.500,863.000,107.182,246.435,1.076,0.930,1.002
67,M2_004.tif:0795-0777,47044.444,2589.905,2650.841,253.842,235.969,130.889,0.998,253.996,752.000,766.500,131.009,236.053,1.076,0.930,0.997
68,M2_004.tif:0509-0655,16911.111,2184.174,1697.648,152.314,141.365,31.933,1.000,152.115,636.000,521.500,32.471,141.369,1.077,0.928,1.002
69,M2_004.tif:0476-0678,19311.111,2260.000,1588.333,162.622,151.195,105.731,1.000,162.549,671.500,453.000,105.461,151.066,1.076,0.930,1.001
70,M2_004.tif:0506-0783,16822.222,2610.009,1688.954,151.784,141.113,116.241,0.995,152.069,772.500,486.500,117.408,141.326,1.076,0.930,1.003
71,M2_004.tif:0218-0622,40588.889,2075.000,728.333,235.877,219.094,130.209,0.996,236.126,599.000,192.000,131.566,219.445,1.077,0.929,0.997
72,M2_004.tif,36066.667,2213.333,805.000,222.006,206.848,167.343,0.998,222.361,631.500,234.000,167.005,206.653,1.073,0.932,0.997
73,M2_004.tif,36066.667,2213.333,805.000,222.006,206.848,167.343,0.998,222.361,631.500,234.000,167.005,206.653,1.073,0.932,0.997
74,M2_004.tif:0403-0471,36111.111,1570.731,1344.008,230.988,199.049,149.336,0.992,230.952,441.500,385.500,149.178,199.151,1.160,0.862,1.004
75,M2_004.tif:0305-0487,24244.444,1625.637,1018.437,189.047,163.287,153.984,0.990,189.392,462.000,293.500,155.014,163.314,1.158,0.864,0.998
76,M2_004.tif:0270-0391,33100.000,1305.775,903.174,221.270,190.465,157.994,0.991,221.290,361.000,258.500,157.878,190.819,1.162,0.861,0.997
77,M2_004.tif:0568-0448,43044.444,1493.359,1894.179,251.971,217.509,86.282,0.992,252.218,445.500,606.000,86.211,217.488,1.158,0.863,1.001
78,M2_004.tif:0572-0493,42866.667,1645.743,1909.329,251.537,216.984,66.992,0.992,251.672,479.000,607.500,67.001,217.018,1.159,0.863,0.999
79,M2_004.tif:0725-0520,37577.778,1733.320,2417.406,235.372,203.277,107.572,0.992,235.637,509.500,691.500,107.281,203.191,1.158,0.864,0.998
80,M2_004.tif:0769-0486,41544.444,1622.358,2564.176,237.278,222.929,102.780,0.998,237.358,479.000,734.500,102.572,223.132,1.064,0.940,1.000
81,M2_004.tif:0759-0429,35933.333,1432.373,2531.000,240.324,190.376,45.555,0.980,240.428,404.500,785.000,45.562,190.306,1.262,0.792,1.001
82,M2_004.tif:0701-0411,30411.111,1371.667,2338.333,230.327,168.112,38.539,0.965,230.097,384.500,723.000,38.530,168.147,1.370,0.730,1.003
83,M2_004.tif:0653-0391,16755.556,1305.668,2178.389,170.701,124.978,136.673,0.963,170.986,373.000,636.000,136.975,124.951,1.366,0.732,0.997
84,M2_004.tif:0245-0665,33955.556,2220.000,818.333,227.447,190.082,38.445,0.986,227.498,639.500,267.000,39.053,190.516,1.197,0.836,0.999
85,M2_004.tif:0360-0356,49266.667,1186.667,1203.333,255.395,245.613,72.960,0.999,255.517,346.000,398.000,74.876,245.680,1.040,0.962,0.999
86,M2_004.tif:0268-0281,38655.556,940.019,895.026,221.917,221.785,146.454,0.999,222.036,270.153,237.373,110.838,222.036,1.001,0.999,0.998
87,M2_004.tif:0348-0205,42744.444,684.411,1162.189,246.597,220.700,109.219,0.996,246.667,193.333,313.667,108.925,220.622,1.117,0.895,1.002
88,M2_004.tif:0357-0278,41000.000,927.738,1190.059,241.460,216.197,128.813,0.996,241.569,255.333,329.000,129.401,216.063,1.117,0.895,1.000
89,M2_004.tif:0431-0180,23966.667,602.487,1439.996,176.775,172.623,52.343,0.998,176.956,165.333,453.667,54.713,172.913,1.024,0.977,1.001
90,M2_004.tif:0395-0133,58644.444,444.505,1318.839,277.446,269.127,69.454,1.000,277.306,118.000,434.333,68.369,269.246,1.031,0.970,0.998
91,M2_004.tif:0485-0223,46344.444,744.482,1616.552,265.243,222.466,55.208,0.989,265.069,200.667,517.667,55.244,222.734,1.192,0.839,0.999
92,M2_004.tif:0511-0182,49566.667,606.695,1704.586,274.412,229.983,8.965,0.987,274.379,141.333,517.667,8.852,230.557,1.193,0.838,0.998
93,M2_004.tif:0471-0136,34044.444,455.660,1571.208,222.542,194.780,12.721,0.994,222.722,104.000,478.333,12.095,194.609,1.143,0.875,1.000
94,M2_004.tif:0463-0273,34366.667,912.276,1546.603,223.749,195.563,139.883,0.993,223.927,248.000,442.333,139.830,195.662,1.144,0.874,1.002
95,M2_004.tif:0546-0389,22422.222,1297.801,1822.190,200.544,142.357,63.470,0.957,200.752,376.000,573.667,63.719,142.280,1.409,0.710,1.002
96,M2_004.tif:0704-0320,20077.778,1069.127,2350.027,173.847,147.048,174.401,0.989,174.030,294.667,702.667,174.872,147.030,1.182,0.846,1.001
97,M2_004.tif:0435-0828,17311.111,2760.075,1450.937,153.589,143.508,0.968,0.998,153.342,805.000,435.500,0.623,143.964,1.070,0.934,0.996
98,M2_004.tif:0576-1274,8922.222,4246.706,1923.277,110.137,103.145,52.581,0.998,110.050,1264.500,590.500,54.866,103.320,1.068,0.937,0.995
99,M2_004.tif:0765-1502,22800.000,5006.693,2551.296,175.635,165.285,132.236,0.996,176.103,1484.000,746.000,132.955,165.333,1.063,0.941,0.995
100,M2_004.tif:0846-1522,13044.444,5066.965,2819.443,136.966,121.261,102.090,0.847,148.756,1501.333,840.667,166.171,131.201,1.130,0.885,0.845
101,M2_004.tif:0886-1532,9122.222,5082.418,2956.352,129.274,89.846,90.436,0.608,146.818,1510.000,886.000,177.397,129.492,1.439,0.695,0.617
102,M2_004.tif:0965-1514,19588.889,5047.392,3219.012,169.045,147.543,109.248,0.987,168.801,1505.333,942.000,110.821,148.881,1.146,0.873,0.995
103,M2_004.tif:0352-1133,50477.778,3776.725,1175.609,270.182,237.878,120.233,0.995,269.851,1112.667,317.667,120.155,238.006,1.136,0.880,1.000
104,M2_004.tif:0383-0806,12966.667,2688.970,1278.993,136.790,120.694,132.887,0.995,136.789,792.667,368.667,133.025,120.646,1.133,0.882,1.002
