 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
17,M4_004.tif:0692-0129,6177.778,432.524,2309.382,100.306,78.418,125.723,0.977,100.360,121.000,680.500,125.538,78.506,1.279,0.782,0.992
18,M4_004.tif:0680-0101,7688.889,337.461,2270.096,112.133,87.305,130.661,0.968,112.460,90.500,668.000,129.588,87.971,1.284,0.779,1.004
19,M4_004.tif:0883-0255,6933.333,853.317,2945.641,111.494,79.178,61.597,0.957,111.865,248.000,898.500,61.526,78.867,1.408,0.710,0.990
20,M4_004.tif:0862-0300,6888.889,1003.328,2876.113,103.938,84.389,158.016,0.983,103.990,286.500,857.000,158.369,84.475,1.232,0.812,1.005
21,M4_004.tif:0540-0368,5077.778,1229.989,1802.637,89.353,72.356,160.562,0.986,89.147,356.500,536.000,159.193,72.418,1.235,0.810,1.008
22,M4_004.tif:0500-0367,4322.222,1225.214,1669.422,90.924,60.526,172.823,0.941,90.753,354.000,499.000,172.614,60.738,1.502,0.666,1.003
23,M4_004.tif:0788-0420,4066.667,1402.359,2628.306,81.223,63.749,83.027,0.982,80.846,419.000,800.500,81.703,63.895,1.274,0.785,0.992
24,M4_004.tif:0903-0660,3833.333,2202.391,3012.623,78.310,62.326,94.636,0.975,78.775,659.500,892.000,96.072,62.258,1.256,0.796,0.991
25,M4_004.tif:0981-1287,4166.667,4290.742,3272.591,76.956,68.937,45.000,0.988,77.782,1279.000,990.000,45.000,68.653,1.116,0.896,0.993
26,M4_004.tif:0648-1236,6744.444,4123.138,2162.606,107.023,80.238,44.187,0.964,107.251,1225.500,660.000,44.370,80.603,1.334,0.750,1.002
27,M4_004.tif:0421-1191,5077.778,3971.142,1404.891,84.313,76.681,110.703,0.996,84.278,1186.000,410.000,114.538,76.800,1.100,0.909,1.000
28,M4_004.tif:0128-1152,3444.444,3841.538,427.839,69.678,62.941,160.382,0.997,69.382,1143.000,124.000,155.898,63.226,1.107,0.903,0.986
29,M4_004.tif:0108-1122,3600.000,3740.936,360.947,71.269,64.315,151.499,0.998,70.907,1112.500,104.000,156.448,64.616,1.108,0.902,1.000
30,M4_004.tif:0130-1395,3733.333,4650.556,433.274,81.039,58.656,34.103,0.964,80.915,1385.000,136.500,32.381,58.707,1.382,0.724,1.003
31,M4_004.tif:0062-1286,6511.111,4286.667,208.333,94.686,87.555,46.159,0.999,94.751,1277.000,73.500,50.711,87.403,1.081,0.925,1.003
32,M4_004.tif:0842-0775,4388.889,2584.114,2808.586,80.670,69.271,159.489,0.992,80.777,764.000,838.000,158.199,69.118,1.165,0.859,1.004
33,M4_004.tif:0845-0685,6011.111,2284.193,2817.458,94.572,80.928,130.296,0.992,94.546,676.000,834.500,130.711,80.899,1.169,0.856,0.999
34,M4_004.tif:0737-0397,5933.333,1325.993,2458.427,101.804,74.207,29.903,0.966,101.503,384.500,745.000,29.511,74.345,1.372,0.729,1.009
35,M4_004.tif:0364-0125,3055.556,419.291,1216.697,72.959,53.324,143.533,0.971,72.667,117.000,358.500,143.393,53.225,1.368,0.731,0.995
36,M4_004.tif:0594-0778,3344.444,2593.959,1980.958,73.072,58.275,143.182,0.976,73.673,769.500,587.500,142.352,58.036,1.254,0.798,1.002
37,M4_004.tif:0728-0782,7900.000,2606.805,2429.023,112.866,89.120,51.360,0.985,112.707,771.500,742.000,51.605,88.785,1.266,0.790,1.009
38,M4_004.tif:0143-0644,7588.889,2148.343,476.747,110.325,87.582,97.914,0.979,110.805,642.500,126.500,96.911,87.287,1.260,0.794,0.993
39,M4_004.tif:0716-1031,2555.556,3438.333,2386.667,57.471,56.617,0.000,1.000,57.028,1023.151,718.202,14.917,57.028,1.015,0.985,1.000
