 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
88,M9_004.tif:0490-1101,20944.444,3672.059,1635.907,172.772,154.350,63.166,0.995,172.767,1089.667,513.717,62.447,154.558,1.119,0.893,0.998
89,M9_004.tif:0439-1170,39633.333,3899.703,1464.924,254.700,198.126,48.804,0.975,254.989,1144.942,468.431,49.236,198.283,1.286,0.778,0.998
90,M9_004.tif:0128-1291,18177.778,4305.841,430.566,160.582,144.130,53.192,0.999,160.279,1277.470,148.511,53.448,144.093,1.114,0.898,1.002
91,M9_004.tif:0063-1336,24744.444,4453.725,209.703,234.504,134.350,10.568,0.893,234.690,1301.445,69.261,10.353,134.328,1.745,0.573,1.000
92,M9_004.tif:0317-1332,20688.889,4442.574,1058.264,165.518,159.148,105.649,0.996,165.884,1326.086,293.501,105.524,159.400,1.040,0.962,0.999
93,M9_004.tif:0362-1310,15744.444,4370.375,1208.046,159.680,125.541,106.235,0.974,160.110,1304.109,339.452,106.928,125.915,1.272,0.786,0.998
94,M9_004.tif:0156-1436,17544.444,4788.118,520.784,162.564,137.412,179.286,0.993,162.068,1412.130,155.837,179.215,137.445,1.183,0.845,1.004
95,M9_004.tif:0286-1425,17377.778,4753.659,955.688,149.207,148.291,93.447,0.997,148.998,1406.118,296.681,26.526,148.998,1.006,0.994,0.998
96,M9_004.tif:0323-1404,17077.778,4680.342,1079.034,147.712,147.206,139.291,0.999,147.586,1386.162,336.582,35.709,147.586,1.003,0.997,1.000
97,M9_004.tif:0358-1374,17900.000,4580.609,1195.317,151.191,150.743,88.198,1.000,150.969,1351.579,360.193,3.973,150.969,1.003,0.997,1.001
98,M9_004.tif:0448-1398,5577.778,4660.664,1495.511,84.650,83.896,36.400,0.998,84.385,1385.542,447.535,174.638,84.385,1.009,0.991,1.002
99,M9_004.tif:0769-1471,22011.111,4906.880,2565.823,167.538,167.278,113.489,1.000,167.495,1447.029,771.758,4.743,167.495,1.002,0.998,1.000
100,M9_004.tif:0729-1512,15544.444,5040.173,2432.041,146.109,135.459,32.529,0.995,146.597,1493.378,741.337,32.005,135.384,1.079,0.927,1.001
101,M9_004.tif:0873-1233,17433.333,4110.923,2910.163,166.693,133.160,5.543,0.980,167.216,1208.344,875.362,5.332,132.905,1.252,0.799,0.995
102,M9_004.tif:0875-1275,18211.111,4253.121,2917.764,170.916,135.664,145.367,0.984,170.586,1254.959,860.711,145.069,135.583,1.260,0.794,0.998
103,M9_004.tif:0789-1239,16533.333,4129.960,2630.186,162.360,129.656,103.894,0.983,162.599,1232.984,765.477,104.226,129.235,1.252,0.799,0.995
104,M9_004.tif:0279-1087,14511.111,3624.288,930.643,152.422,121.217,105.960,0.981,152.463,1080.924,257.143,106.060,121.179,1.257,0.795,1.001
105,M9_004.tif:0182-0721,14355.556,2403.333,610.000,151.612,120.558,124.789,0.974,152.234,708.333,164.000,123.690,120.998,1.258,0.795,0.996
106,M9_004.tif:0572-1463,21511.111,4879.199,1907.669,179.007,153.004,106.230,0.990,179.273,1456.000,546.500,106.750,152.955,1.170,0.855,1.002
107,M9_004.tif:0231-1441,15255.556,4806.716,770.023,150.896,128.725,154.141,0.995,150.628,1421.500,221.500,155.136,128.515,1.172,0.853,1.002
108,M9_004.tif:0147-1467,24511.111,4890.000,491.667,191.320,163.122,13.675,0.987,191.630,1439.000,154.000,13.069,163.498,1.173,0.853,0.996
109,M9_004.tif:0768-0163,22233.333,546.641,2562.215,182.484,155.128,92.608,0.988,182.439,162.667,741.333,92.793,155.656,1.176,0.850,1.000
110,M9_004.tif:0054-0340,17944.444,1136.705,182.418,163.939,139.366,107.438,0.990,163.737,333.333,31.333,108.189,139.700,1.176,0.850,1.002
111,M9_004.tif:0725-0381,16933.333,1273.333,2416.667,198.203,108.779,90.000,0.877,197.778,382.000,695.333,90.000,109.525,1.822,0.549,0.997
112,M9_004.tif:0819-0709,5455.556,2365.597,2731.008,89.461,77.645,107.044,0.994,89.249,705.333,806.667,108.886,77.812,1.152,0.868,0.999
113,M9_004.tif:0844-0703,5955.556,2343.333,2813.333,87.080,87.080,0.000,1.000,86.552,695.703,833.262,124.197,86.552,1.000,1.000,1.015
