 ,Label,Area,X,Y,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,M5_002.tif,18824533.333,2560.000,1838.333,5777.301,4148.674,0.000,1.000,1891.006,0.000,0.000,144.318,1103.000,1.393,0.718,1.000
2,M5_002.tif:0171-0423,9133.333,1411.667,570.000,114.383,101.667,69.671,1.000,113.920,417.500,187.000,69.444,101.474,1.125,0.889,1.001
3,M5_002.tif:0332-0588,7433.333,1960.840,1106.714,102.339,92.481,94.429,0.988,103.454,587.500,316.500,92.770,92.152,1.107,0.904,1.011
4,M5_002.tif:0432-0412,9044.444,1373.333,1440.000,113.203,101.726,58.571,0.995,113.333,404.000,447.000,61.928,101.686,1.113,0.899,0.993
5,M5_002.tif:0690-0407,9211.111,1358.940,2301.731,113.924,102.946,105.431,0.994,114.467,403.000,674.000,106.060,102.704,1.107,0.904,1.001
6,M5_002.tif:0537-0286,8344.444,955.883,1789.998,109.092,97.390,121.946,0.991,109.100,277.500,523.500,124.418,97.888,1.120,0.893,0.991
7,M5_002.tif:0586-0394,6533.333,1313.333,1955.000,96.317,86.365,138.514,0.988,96.667,384.000,576.000,133.603,86.732,1.115,0.897,0.995
8,M5_002.tif:0800-0445,6733.333,1485.143,2667.684,98.144,87.353,27.132,0.998,97.653,432.500,807.000,27.440,87.617,1.124,0.890,1.006
9,M5_002.tif:0910-0872,11655.556,2907.529,3036.579,138.056,107.495,73.474,0.975,138.734,866.500,931.000,73.960,107.124,1.284,0.779,1.009
10,M5_002.tif:0844-0699,10000.000,2333.267,2814.081,128.303,99.237,170.477,0.975,128.506,681.000,841.000,170.293,99.226,1.293,0.773,1.000
11,M5_002.tif:0697-0653,8211.111,2177.445,2326.890,116.231,89.948,71.127,0.974,116.488,647.500,714.500,70.787,89.946,1.292,0.774,0.999
12,M5_002.tif:0520-0751,9700.000,2504.137,1734.141,121.763,101.430,76.546,0.991,121.678,747.000,538.000,76.535,101.175,1.200,0.833,1.007
13,M5_002.tif:0872-0847,10588.889,2823.405,2907.585,133.797,100.766,28.799,0.973,133.552,829.500,882.000,29.124,100.773,1.328,0.753,0.998
14,M5_002.tif:0677-0763,10733.333,2545.024,2258.268,134.978,101.247,69.868,0.966,134.990,756.500,696.500,69.775,101.858,1.333,0.750,1.000
15,M5_002.tif:0583-0765,6855.556,2551.667,1945.000,106.845,81.695,163.894,0.971,107.600,750.000,579.000,163.811,81.191,1.308,0.765,0.995
16,M5_002.tif:0324-0529,9522.222,1766.863,1080.636,114.345,106.031,69.624,0.999,114.370,524.500,340.500,71.301,105.956,1.078,0.927,1.008
17,M5_002.tif:0203-0647,8922.222,2159.392,678.250,118.393,95.953,92.300,0.979,119.019,647.000,185.667,92.675,95.847,1.234,0.810,1.002
18,M5_002.tif:0497-0694,8744.444,2314.098,1658.316,117.498,94.757,18.350,0.984,117.533,677.500,503.000,18.178,94.650,1.240,0.806,1.012
19,M5_002.tif:0603-0910,7400.000,3033.333,2010.826,97.316,96.818,90.000,1.000,97.082,898.542,594.262,141.889,97.082,1.005,0.995,0.999
20,M5_002.tif:0405-0893,7822.222,2976.667,1351.667,109.994,90.547,105.634,0.987,109.949,889.000,389.500,104.036,90.545,1.215,0.823,1.006
21,M5_002.tif:0053-0532,10100.000,1776.005,176.709,114.968,111.855,44.395,1.000,114.807,519.500,64.000,39.699,111.635,1.028,0.973,1.000
